,Date,Symbol,LGBM_Prob_5.0%hit,Adj Close,Capitalization,Industry,Invest_Amount,Shares
18157,2020-01-24,AJANTPHARM,0.09972455092665485,1173.0201416015625,MIDCAP,PHARMA,19944.91018533097,17.0
18158,2020-01-24,SIS,0.09944746833014372,518.1035766601561,SMALLCAP,SERVICES,19889.493666028742,38.0
18159,2020-01-24,NAVINFLUOR,0.09944425667957783,1073.444580078125,MIDCAP,CHEMICALS,19888.851335915566,19.0
18140,2020-01-23,LAOPALA,0.10066785620623159,171.45510864257812,SMALLCAP,CONSUMER GOODS,20133.571241246318,117.0
18141,2020-01-23,ALKYLAMINE,0.10057450098462446,1294.692138671875,SMALLCAP,CHEMICALS,20114.900196924893,16.0
18142,2020-01-23,DIVISLAB,0.10041673805020716,1883.397705078125,LARGE,PHARMA,20083.347610041434,11.0
18143,2020-01-23,ALOKINDS,0.10038390874545326,3.0,SMALLCAP,TEXTILES,20076.781749090653,6692.0
18144,2020-01-23,SHILPAMED,0.10014669244155158,260.6298217773437,SMALLCAP,PHARMA,20029.338488310317,77.0
18145,2020-01-23,AJANTPHARM,0.09989009637777763,1175.604248046875,MIDCAP,PHARMA,19978.019275555525,17.0
18146,2020-01-23,RATNAMANI,0.09970535821828147,1219.8172607421875,SMALLCAP,METALS,19941.071643656294,16.0
18147,2020-01-23,GMMPFAUDLR,0.09960867128766271,2153.851806640625,SMALLCAP,INDUSTRIAL MANUFACTURING,19921.734257532542,9.0
18148,2020-01-23,MIDHANI,0.09942454545994063,163.34129333496094,SMALLCAP,METALS,19884.909091988127,122.0
18149,2020-01-23,TCIEXP,0.09918163222826937,763.0853881835938,SMALLCAP,SERVICES,19836.326445653875,26.0
18130,2020-01-22,LAOPALA,0.10075946070559837,166.90931701660156,SMALLCAP,CONSUMER GOODS,20151.89214111967,121.0
18131,2020-01-22,ALLCARGO,0.10041340851004546,98.44780731201172,SMALLCAP,SERVICES,20082.681702009093,204.0
18132,2020-01-22,ALKYLAMINE,0.10025359290279483,1279.79931640625,SMALLCAP,CHEMICALS,20050.718580558965,16.0
18133,2020-01-22,ALOKINDS,0.10000560560224107,2.9000000953674316,SMALLCAP,TEXTILES,20001.121120448213,6897.0
18134,2020-01-22,MIDHANI,0.0999862704230716,162.0076904296875,SMALLCAP,METALS,19997.25408461432,123.0
18135,2020-01-22,STAR,0.09995208355259229,394.4510803222656,SMALLCAP,PHARMA,19990.416710518457,51.0
18136,2020-01-22,RATNAMANI,0.09986746283693847,1195.8477783203125,SMALLCAP,METALS,19973.492567387693,17.0
18137,2020-01-22,DIVISLAB,0.0996836723199069,1841.4110107421875,LARGE,PHARMA,19936.73446398138,11.0
18138,2020-01-22,AJANTPHARM,0.09957433379067146,1186.18896484375,MIDCAP,PHARMA,19914.866758134292,17.0
18139,2020-01-22,AMBER,0.09950410935613954,1340.5684814453125,SMALLCAP,CONSUMER GOODS,19900.82187122791,15.0
18120,2020-01-21,LAOPALA,0.10066356289628847,167.05755615234375,SMALLCAP,CONSUMER GOODS,20132.712579257695,121.0
18121,2020-01-21,STAR,0.10025751897296681,390.4204711914063,SMALLCAP,PHARMA,20051.50379459336,51.0
18122,2020-01-21,ALOKINDS,0.10005469835594703,2.799999952316284,SMALLCAP,TEXTILES,20010.939671189408,7147.0
18123,2020-01-21,ALLCARGO,0.10000483929151335,97.63497924804688,SMALLCAP,SERVICES,20000.96785830267,205.0
18124,2020-01-21,AKZOINDIA,0.09997183259077712,2005.2691650390625,MIDCAP,CONSUMER GOODS,19994.366518155424,10.0
18125,2020-01-21,DIVISLAB,0.09991878296909731,1856.9451904296875,LARGE,PHARMA,19983.756593819464,11.0
18126,2020-01-21,MIDHANI,0.09984835022885905,162.15585327148438,SMALLCAP,METALS,19969.67004577181,123.0
18127,2020-01-21,RATNAMANI,0.09979536585533112,1196.8878173828125,SMALLCAP,METALS,19959.073171066226,17.0
18128,2020-01-21,ALKYLAMINE,0.09975570649746535,1284.7471923828125,SMALLCAP,CHEMICALS,19951.14129949307,16.0
18129,2020-01-21,DMART,0.09972934234175428,1912.3499755859373,LARGE,CONSUMER GOODS,19945.868468350855,10.0
18110,2020-01-20,ALOKINDS,0.1003926932931777,2.700000047683716,SMALLCAP,TEXTILES,20078.538658635538,7436.0
18111,2020-01-20,STAR,0.10018407151127098,387.6339111328125,SMALLCAP,PHARMA,20036.814302254195,52.0
18112,2020-01-20,AKZOINDIA,0.10013640819378841,2024.5863037109373,MIDCAP,CONSUMER GOODS,20027.281638757682,10.0
18113,2020-01-20,DIVISLAB,0.10007623066229215,1877.988037109375,LARGE,PHARMA,20015.24613245843,11.0
18114,2020-01-20,FORTIS,0.10005806281491393,143.14999389648438,MIDCAP,HEALTHCARE SERVICES,20011.612562982787,140.0
18115,2020-01-20,AJANTPHARM,0.0999700390455999,1188.276123046875,MIDCAP,PHARMA,19994.00780911998,17.0
18116,2020-01-20,RATNAMANI,0.09996291559614584,1187.9735107421875,SMALLCAP,METALS,19992.58311922917,17.0
18117,2020-01-20,LAOPALA,0.09987402081482284,173.18447875976562,SMALLCAP,CONSUMER GOODS,19974.804162964567,115.0
18118,2020-01-20,AMBER,0.09980199217367854,1288.4417724609375,SMALLCAP,CONSUMER GOODS,19960.398434735707,15.0
18119,2020-01-20,ALKYLAMINE,0.09954356589430967,1259.2164306640625,SMALLCAP,CHEMICALS,19908.713178861934,16.0
18100,2020-01-17,ALKYLAMINE,0.10052398877487946,1273.466064453125,SMALLCAP,CHEMICALS,20104.79775497589,16.0
18101,2020-01-17,STAR,0.100297502401065,384.39947509765625,SMALLCAP,PHARMA,20059.500480213,52.0
18102,2020-01-17,AJANTPHARM,0.1001912070260582,1129.885986328125,MIDCAP,PHARMA,20038.24140521164,18.0
18103,2020-01-17,RATNAMANI,0.10005090642191859,1213.2305908203125,SMALLCAP,METALS,20010.181284383718,16.0
18104,2020-01-17,LAOPALA,0.09993450372849355,176.05029296875,SMALLCAP,CONSUMER GOODS,19986.90074569871,114.0
18105,2020-01-17,AKZOINDIA,0.09989442913268058,2031.0916748046875,MIDCAP,CONSUMER GOODS,19978.885826536116,10.0
18106,2020-01-17,MIDHANI,0.09987893673759504,164.72427368164062,SMALLCAP,METALS,19975.78734751901,121.0
18107,2020-01-17,BHARATRAS,0.09979188428644253,6435.3828125,SMALLCAP,FERTILISERS & PESTICIDES,19958.376857288506,3.0
18108,2020-01-17,SIS,0.0997278185467461,512.5738525390625,SMALLCAP,SERVICES,19945.56370934922,39.0
18109,2020-01-17,RADICO,0.09970882294412091,354.72943115234375,SMALLCAP,CONSUMER GOODS,19941.764588824182,56.0
18090,2020-01-16,ALKYLAMINE,0.10061504538438774,1282.916259765625,SMALLCAP,CHEMICALS,20123.009076877548,16.0
18091,2020-01-16,STAR,0.10037608004758533,385.5439453125,SMALLCAP,PHARMA,20075.216009517066,52.0
18092,2020-01-16,RATNAMANI,0.1001513833690364,1211.299072265625,SMALLCAP,METALS,20030.27667380728,17.0
18093,2020-01-16,LAOPALA,0.10010096287506373,171.3562774658203,SMALLCAP,CONSUMER GOODS,20020.192575012745,117.0
18094,2020-01-16,SIS,0.09987530684180314,514.3672485351561,SMALLCAP,SERVICES,19975.061368360628,39.0
18095,2020-01-16,FINEORG,0.09986253430221462,2039.9381103515625,SMALLCAP,CHEMICALS,19972.506860442925,10.0
18096,2020-01-16,ALOKINDS,0.09982299542971844,2.9000000953674316,SMALLCAP,TEXTILES,19964.599085943686,6884.0
18097,2020-01-16,BAJAJELEC,0.09977991828882735,375.3080139160156,SMALLCAP,CONSUMER GOODS,19955.983657765468,53.0
18098,2020-01-16,CASTROLIND,0.09975005877737304,120.76078033447266,MIDCAP,OIL & GAS,19950.01175547461,165.0
18099,2020-01-16,GMMPFAUDLR,0.09966571468399013,1999.0460205078125,SMALLCAP,INDUSTRIAL MANUFACTURING,19933.142936798027,10.0
18080,2020-01-15,LAOPALA,0.10059681210445058,165.7234649658203,SMALLCAP,CONSUMER GOODS,20119.362420890116,121.0
18081,2020-01-15,STAR,0.10048455464744353,387.7831726074219,SMALLCAP,PHARMA,20096.910929488706,52.0
18082,2020-01-15,ALKYLAMINE,0.10038009825268683,1267.578125,SMALLCAP,CHEMICALS,20076.019650537368,16.0
18083,2020-01-15,ALOKINDS,0.1003459768327083,2.8499999046325684,SMALLCAP,TEXTILES,20069.19536654166,7042.0
18084,2020-01-15,RADICO,0.09984919192271668,343.7840881347656,SMALLCAP,CONSUMER GOODS,19969.838384543338,58.0
18085,2020-01-15,AJANTPHARM,0.09984241691368893,1076.86279296875,MIDCAP,PHARMA,19968.483382737788,19.0
18086,2020-01-15,CASTROLIND,0.09966167156306686,120.98753356933594,MIDCAP,OIL & GAS,19932.334312613373,165.0
18087,2020-01-15,GRANULES,0.09962906058797348,136.54997253417972,SMALLCAP,PHARMA,19925.812117594694,146.0
18088,2020-01-15,SIS,0.09960899431559406,506.7949523925781,SMALLCAP,SERVICES,19921.798863118813,39.0
18089,2020-01-15,POLYPLEX,0.09960122285967066,507.0647888183594,SMALLCAP,INDUSTRIAL MANUFACTURING,19920.24457193413,39.0
18070,2020-01-14,STAR,0.10049318840917111,391.11712646484375,SMALLCAP,PHARMA,20098.63768183422,51.0
18071,2020-01-14,GRANULES,0.10018132861539314,130.47886657714844,SMALLCAP,PHARMA,20036.265723078628,154.0
18072,2020-01-14,ALKYLAMINE,0.1000750609507531,1256.6435546875,SMALLCAP,CHEMICALS,20015.012190150617,16.0
18073,2020-01-14,LAOPALA,0.10001760793879899,167.55166625976562,SMALLCAP,CONSUMER GOODS,20003.5215877598,119.0
18074,2020-01-14,ORIENTELEC,0.10001284740615983,192.1920928955078,SMALLCAP,CONSUMER GOODS,20002.569481231967,104.0
18075,2020-01-14,AJANTPHARM,0.09995306797099957,1072.0921630859377,MIDCAP,PHARMA,19990.613594199913,19.0
18076,2020-01-14,SEQUENT,0.09992640349216729,84.0999984741211,SMALLCAP,PHARMA,19985.280698433457,238.0
18077,2020-01-14,RALLIS,0.09989920303282213,187.17681884765625,SMALLCAP,FERTILISERS & PESTICIDES,19979.840606564427,107.0
18078,2020-01-14,RATNAMANI,0.09973514796760913,1161.824951171875,SMALLCAP,METALS,19947.029593521827,17.0
18079,2020-01-14,AKZOINDIA,0.09970614421612567,1963.1087646484373,MIDCAP,CONSUMER GOODS,19941.228843225133,10.0
18060,2020-01-13,STAR,0.10022719907106979,389.2262268066406,SMALLCAP,PHARMA,20045.439814213958,52.0
18061,2020-01-13,ALOKINDS,0.10022469666607123,2.799999952316284,SMALLCAP,TEXTILES,20044.939333214246,7159.0
18062,2020-01-13,AMBER,0.10008956636029469,1240.309326171875,SMALLCAP,CONSUMER GOODS,20017.913272058937,16.0
18063,2020-01-13,ALKYLAMINE,0.1000753403113843,1232.4981689453125,SMALLCAP,CHEMICALS,20015.06806227686,16.0
18064,2020-01-13,LAOPALA,0.10002851624505807,168.9845733642578,SMALLCAP,CONSUMER GOODS,20005.703249011614,118.0
18065,2020-01-13,GRANULES,0.09993555968680594,130.82720947265622,SMALLCAP,PHARMA,19987.111937361187,153.0
18066,2020-01-13,AJANTPHARM,0.09987191435316015,1036.1636962890623,MIDCAP,PHARMA,19974.38287063203,19.0
18067,2020-01-13,BERGEPAINT,0.09986485466833371,506.9330139160156,LARGE,CONSUMER GOODS,19972.970933666744,39.0
18068,2020-01-13,RATNAMANI,0.09985312699628611,1167.2230224609375,SMALLCAP,METALS,19970.62539925722,17.0
18069,2020-01-13,AKZOINDIA,0.09982922564153598,1968.5712890625,MIDCAP,CONSUMER GOODS,19965.845128307195,10.0
18050,2020-01-10,STAR,0.10065507489786188,388.77838134765625,SMALLCAP,PHARMA,20131.014979572377,52.0
18051,2020-01-10,RATNAMANI,0.10030680815481532,1140.579345703125,SMALLCAP,METALS,20061.361630963063,18.0
18052,2020-01-10,DMART,0.10030332806984378,1876.949951171875,LARGE,CONSUMER GOODS,20060.665613968755,11.0
18053,2020-01-10,ALKEM,0.1000908448863426,2236.814697265625,LARGE,PHARMA,20018.16897726852,9.0
18054,2020-01-10,AJANTPHARM,0.10006366854115223,1027.91455078125,MIDCAP,PHARMA,20012.733708230448,19.0
18055,2020-01-10,GRANULES,0.09989493506176497,128.09025573730472,SMALLCAP,PHARMA,19978.987012352994,156.0
18056,2020-01-10,AMBER,0.0997833391413522,1225.8795166015625,SMALLCAP,CONSUMER GOODS,19956.66782827044,16.0
18057,2020-01-10,CCL,0.09967762466561493,191.13206481933602,SMALLCAP,CONSUMER GOODS,19935.524933122986,104.0
18058,2020-01-10,LAOPALA,0.09962656497651413,164.48818969726562,SMALLCAP,CONSUMER GOODS,19925.312995302826,121.0
18059,2020-01-10,WOCKPHARMA,0.09959781160473814,245.5500030517578,SMALLCAP,PHARMA,19919.56232094763,81.0
18040,2020-01-09,STAR,0.10033631838894694,390.221435546875,SMALLCAP,PHARMA,20067.263677789386,51.0
18041,2020-01-09,RALLIS,0.10025780362584968,179.7471923828125,SMALLCAP,FERTILISERS & PESTICIDES,20051.560725169937,112.0
18042,2020-01-09,GMMPFAUDLR,0.10022486513631065,1954.4166259765625,SMALLCAP,INDUSTRIAL MANUFACTURING,20044.97302726213,10.0
18043,2020-01-09,SIS,0.10018948398959529,484.5264587402344,SMALLCAP,SERVICES,20037.896797919057,41.0
18044,2020-01-09,FORTIS,0.10007704270664466,135.5,MIDCAP,HEALTHCARE SERVICES,20015.408541328932,148.0
18045,2020-01-09,AMBER,0.10007126745363223,1207.9547119140625,SMALLCAP,CONSUMER GOODS,20014.253490726445,17.0
18046,2020-01-09,BERGEPAINT,0.09991616270900039,506.5345764160156,LARGE,CONSUMER GOODS,19983.232541800076,39.0
18047,2020-01-09,AJANTPHARM,0.09967373946181646,1025.6783447265623,MIDCAP,PHARMA,19934.74789236329,19.0
18048,2020-01-09,MINDTREE,0.09964429386630337,813.894775390625,MIDCAP,IT,19928.858773260676,24.0
18049,2020-01-09,DMART,0.09960902266190032,1880.550048828125,LARGE,CONSUMER GOODS,19921.804532380065,11.0
18030,2020-01-08,STAR,0.10057525863922792,379.3736877441406,SMALLCAP,PHARMA,20115.051727845585,53.0
18031,2020-01-08,VMART,0.1005258382136674,1671.75,SMALLCAP,CONSUMER GOODS,20105.16764273348,12.0
18032,2020-01-08,AMBER,0.10015795759670908,1184.637451171875,SMALLCAP,CONSUMER GOODS,20031.591519341815,17.0
18033,2020-01-08,AJANTPHARM,0.10007371455484985,1015.7892456054688,MIDCAP,PHARMA,20014.74291096997,20.0
18034,2020-01-08,GMMPFAUDLR,0.09991540108320489,1855.0233154296875,SMALLCAP,INDUSTRIAL MANUFACTURING,19983.080216640978,11.0
18035,2020-01-08,APLLTD,0.09985099979068221,550.4586791992189,MIDCAP,PHARMA,19970.199958136443,36.0
18036,2020-01-08,BALKRISIND,0.09982006366465382,978.3206176757812,MIDCAP,AUTOMOBILE,19964.012732930765,20.0
18037,2020-01-08,RALLIS,0.09980585399970529,175.19036865234375,SMALLCAP,FERTILISERS & PESTICIDES,19961.170799941057,114.0
18038,2020-01-08,ALKYLAMINE,0.0997675880352856,1222.0582275390625,SMALLCAP,CHEMICALS,19953.517607057118,16.0
18039,2020-01-08,INDOCO,0.09950732442201403,179.6082000732422,SMALLCAP,PHARMA,19901.464884402805,111.0
18020,2020-01-07,RATNAMANI,0.10080022301592019,1100.861328125,SMALLCAP,METALS,20160.044603184037,18.0
18021,2020-01-07,STAR,0.10050502177542786,373.7009582519531,SMALLCAP,PHARMA,20101.004355085573,54.0
18022,2020-01-07,GMMPFAUDLR,0.10035034580174745,1850.180908203125,SMALLCAP,INDUSTRIAL MANUFACTURING,20070.069160349492,11.0
18023,2020-01-07,AJANTPHARM,0.10012900664713767,1000.33447265625,MIDCAP,PHARMA,20025.801329427533,20.0
18024,2020-01-07,WOCKPHARMA,0.09999228393421968,241.0,SMALLCAP,PHARMA,19998.456786843934,83.0
18025,2020-01-07,NAVINFLUOR,0.09985336077268699,1014.4259033203124,MIDCAP,CHEMICALS,19970.6721545374,20.0
18026,2020-01-07,RALLIS,0.09982909799863775,178.55845642089844,SMALLCAP,FERTILISERS & PESTICIDES,19965.81959972755,112.0
18027,2020-01-07,ALKYLAMINE,0.09968016134154523,1228.6884765625,SMALLCAP,CHEMICALS,19936.032268309045,16.0
18028,2020-01-07,NAUKRI,0.09953213819568557,2536.447509765625,LARGE,IT,19906.427639137113,8.0
18029,2020-01-07,VMART,0.09932836051699157,1669.800048828125,SMALLCAP,CONSUMER GOODS,19865.672103398312,12.0
18010,2020-01-06,FORTIS,0.10062943498810983,133.05000305175778,MIDCAP,HEALTHCARE SERVICES,20125.88699762197,151.0
18011,2020-01-06,RATNAMANI,0.1005125713453615,1088.38134765625,SMALLCAP,METALS,20102.5142690723,18.0
18012,2020-01-06,DHANUKA,0.10035064273330903,393.1599426269531,SMALLCAP,FERTILISERS & PESTICIDES,20070.128546661806,51.0
18013,2020-01-06,STAR,0.10011047891191438,372.0588684082031,SMALLCAP,PHARMA,20022.095782382876,54.0
18014,2020-01-06,AJANTPHARM,0.10006440714116258,969.6735229492188,MIDCAP,PHARMA,20012.881428232515,21.0
18015,2020-01-06,GMMPFAUDLR,0.09993266437313962,1826.3187255859373,SMALLCAP,INDUSTRIAL MANUFACTURING,19986.532874627923,11.0
18016,2020-01-06,RALLIS,0.09971747332271054,172.06993103027344,SMALLCAP,FERTILISERS & PESTICIDES,19943.494664542108,116.0
18017,2020-01-06,WOCKPHARMA,0.09966743462182916,236.0,SMALLCAP,PHARMA,19933.486924365832,84.0
18018,2020-01-06,AMBER,0.09958446725882512,1133.658935546875,SMALLCAP,CONSUMER GOODS,19916.893451765023,18.0
18019,2020-01-06,VMART,0.09943042530363827,1664.0999755859375,SMALLCAP,CONSUMER GOODS,19886.085060727655,12.0
18000,2020-01-03,FORTIS,0.10057340484370796,135.05000305175778,MIDCAP,HEALTHCARE SERVICES,20114.68096874159,149.0
18001,2020-01-03,STAR,0.10048957259086262,377.2339477539063,SMALLCAP,PHARMA,20097.914518172525,53.0
18002,2020-01-03,AJANTPHARM,0.10012156960596806,971.6612548828124,MIDCAP,PHARMA,20024.31392119361,21.0
18003,2020-01-03,RATNAMANI,0.100061442731686,1093.531982421875,SMALLCAP,METALS,20012.2885463372,18.0
18004,2020-01-03,DIVISLAB,0.10005731834766185,1821.2117919921875,LARGE,PHARMA,20011.46366953237,11.0
18005,2020-01-03,DHANUKA,0.09993240136301049,397.0705261230469,SMALLCAP,FERTILISERS & PESTICIDES,19986.480272602097,50.0
18006,2020-01-03,POLYPLEX,0.09975368675851728,493.0123596191406,SMALLCAP,INDUSTRIAL MANUFACTURING,19950.737351703458,40.0
18007,2020-01-03,BHARTIARTL,0.0997074560424158,453.4715881347656,LARGE,TELECOM,19941.491208483163,44.0
18008,2020-01-03,WOCKPHARMA,0.09966818781493457,242.25,SMALLCAP,PHARMA,19933.637562986914,82.0
18009,2020-01-03,GMMPFAUDLR,0.09963495990123548,1863.0106201171875,SMALLCAP,INDUSTRIAL MANUFACTURING,19926.991980247098,11.0
17990,2020-01-02,STAR,0.10053624506032258,373.7009582519531,SMALLCAP,PHARMA,20107.249012064516,54.0
17991,2020-01-02,AJANTPHARM,0.10041079370591925,973.9471435546876,MIDCAP,PHARMA,20082.15874118385,21.0
17992,2020-01-02,BLUEDART,0.10028285760159372,2196.5,SMALLCAP,SERVICES,20056.571520318743,9.0
17993,2020-01-02,SRF,0.10014133781072046,3452.875,MIDCAP,INDUSTRIAL MANUFACTURING,20028.26756214409,6.0
17994,2020-01-02,FORTIS,0.10001009467235,134.14999389648438,MIDCAP,HEALTHCARE SERVICES,20002.01893447,149.0
17995,2020-01-02,RATNAMANI,0.09992350644183673,1086.4500732421877,SMALLCAP,METALS,19984.701288367345,18.0
17996,2020-01-02,INDOCO,0.0998669983449776,184.796875,SMALLCAP,PHARMA,19973.39966899552,108.0
17997,2020-01-02,DHANUKA,0.0997511109831156,395.9736633300781,SMALLCAP,FERTILISERS & PESTICIDES,19950.222196623123,50.0
17998,2020-01-02,GMMPFAUDLR,0.099568038854891,1861.4132080078125,SMALLCAP,INDUSTRIAL MANUFACTURING,19913.6077709782,11.0
17999,2020-01-02,SUPPETRO,0.09950901652427305,160.26510620117188,SMALLCAP,CHEMICALS,19901.80330485461,124.0
17980,2020-01-01,DHANUKA,0.10053274939821176,400.59967041015625,SMALLCAP,FERTILISERS & PESTICIDES,20106.549879642353,50.0
17981,2020-01-01,FORTIS,0.10024835278924871,132.94999694824222,MIDCAP,HEALTHCARE SERVICES,20049.670557849742,151.0
17982,2020-01-01,STAR,0.10014674663469854,359.8675842285156,SMALLCAP,PHARMA,20029.349326939708,56.0
17983,2020-01-01,SAIL,0.10012807398769814,42.900001525878906,MIDCAP,METALS,20025.614797539627,467.0
17984,2020-01-01,BLUEDART,0.10010842203637159,2159.89990234375,SMALLCAP,SERVICES,20021.68440727432,9.0
17985,2020-01-01,INDOCO,0.10000501931352948,188.13958740234366,SMALLCAP,PHARMA,20001.003862705897,106.0
17986,2020-01-01,GMMPFAUDLR,0.0998931534461308,1871.497314453125,SMALLCAP,INDUSTRIAL MANUFACTURING,19978.63068922616,11.0
17987,2020-01-01,POLYPLEX,0.09983445313016151,477.4038391113281,SMALLCAP,INDUSTRIAL MANUFACTURING,19966.890626032302,42.0
17988,2020-01-01,AMBER,0.0995610576849544,1147.8890380859375,SMALLCAP,CONSUMER GOODS,19912.21153699088,17.0
17989,2020-01-01,TCIEXP,0.09954197157899515,737.074462890625,SMALLCAP,SERVICES,19908.39431579903,27.0
17970,2019-12-31,DHANUKA,0.10042121164938073,386.8171081542969,SMALLCAP,FERTILISERS & PESTICIDES,20084.242329876146,52.0
