,Date,Symbol,Momentum,Adj Close,Capitalization,Industry,Invest_Amount,Shares
6207,2015-03-17,AARTIDRUGS,0.1,172.26661682128906,SMALLCAP,PHARMA,20000.0,116.0
6208,2015-03-17,AVANTIFEED,0.1,91.01220703125,SMALLCAP,CONSUMER GOODS,20000.0,220.0
6195,2015-03-16,SUNDRMFAST,0.1,165.972900390625,MIDCAP,AUTOMOBILE,20000.0,121.0
6191,2015-03-16,BEL,0.1,60.70965576171875,MIDCAP,INDUSTRIAL MANUFACTURING,20000.0,329.0
6192,2015-03-16,BBTC,0.1,460.47662353515625,MIDCAP,CONSUMER GOODS,20000.0,43.0
6193,2015-03-16,JKCEMENT,0.1,635.5036010742188,MIDCAP,CEMENT & CEMENT PRODUCTS,20000.0,31.0
6194,2015-03-16,SRF,0.1,885.1294555664062,MIDCAP,INDUSTRIAL MANUFACTURING,20000.0,23.0
6190,2015-03-16,ASHOKLEY,0.1,62.46618270874024,MIDCAP,AUTOMOBILE,20000.0,320.0
6196,2015-03-16,SYMPHONY,0.1,1061.17236328125,MIDCAP,CONSUMER GOODS,20000.0,19.0
6197,2015-03-16,AARTIDRUGS,0.1,169.5004119873047,SMALLCAP,PHARMA,20000.0,118.0
6198,2015-03-16,AVANTIFEED,0.1,91.01220703125,SMALLCAP,CONSUMER GOODS,20000.0,220.0
6199,2015-03-16,BEML,0.1,983.3618774414062,SMALLCAP,INDUSTRIAL MANUFACTURING,20000.0,20.0
6180,2015-03-13,ASHOKLEY,0.1,61.74131774902344,MIDCAP,AUTOMOBILE,20000.0,324.0
6181,2015-03-13,BBTC,0.1,473.763427734375,MIDCAP,CONSUMER GOODS,20000.0,42.0
6182,2015-03-13,JKCEMENT,0.1,647.4959716796875,MIDCAP,CEMENT & CEMENT PRODUCTS,20000.0,31.0
6183,2015-03-13,SRF,0.1,882.1360473632812,MIDCAP,INDUSTRIAL MANUFACTURING,20000.0,23.0
6184,2015-03-13,SUNDRMFAST,0.1,169.78515625,MIDCAP,AUTOMOBILE,20000.0,118.0
6185,2015-03-13,SYMPHONY,0.1,1047.5823974609377,MIDCAP,CONSUMER GOODS,20000.0,19.0
6186,2015-03-13,AARTIDRUGS,0.1,165.6974334716797,SMALLCAP,PHARMA,20000.0,121.0
6187,2015-03-13,AVANTIFEED,0.1,91.01220703125,SMALLCAP,CONSUMER GOODS,20000.0,220.0
6188,2015-03-13,BEML,0.1,984.5172119140624,SMALLCAP,INDUSTRIAL MANUFACTURING,20000.0,20.0
6189,2015-03-13,BHARATRAS,0.1,941.69140625,SMALLCAP,FERTILISERS & PESTICIDES,20000.0,21.0
6175,2015-03-12,SYMPHONY,0.1,1045.9541015625,MIDCAP,CONSUMER GOODS,20000.0,19.0
6172,2015-03-12,JKCEMENT,0.1,629.6468505859375,MIDCAP,CEMENT & CEMENT PRODUCTS,20000.0,32.0
6173,2015-03-12,SRF,0.1,890.1502685546875,MIDCAP,INDUSTRIAL MANUFACTURING,20000.0,22.0
6174,2015-03-12,SUNDRMFAST,0.1,174.66668701171875,MIDCAP,AUTOMOBILE,20000.0,115.0
6170,2015-03-12,ASHOKLEY,0.1,63.95854568481445,MIDCAP,AUTOMOBILE,20000.0,313.0
6176,2015-03-12,AARTIDRUGS,0.1,159.60543823242188,SMALLCAP,PHARMA,20000.0,125.0
6179,2015-03-12,BHARATRAS,0.1,934.3682250976562,SMALLCAP,FERTILISERS & PESTICIDES,20000.0,21.0
6177,2015-03-12,AVANTIFEED,0.1,91.01220703125,SMALLCAP,CONSUMER GOODS,20000.0,220.0
6171,2015-03-12,BBTC,0.1,495.4288635253906,MIDCAP,CONSUMER GOODS,20000.0,40.0
6178,2015-03-12,BEML,0.1,977.970458984375,SMALLCAP,INDUSTRIAL MANUFACTURING,20000.0,20.0
6163,2015-03-11,JKCEMENT,0.1,646.1015625,MIDCAP,CEMENT & CEMENT PRODUCTS,20000.0,31.0
6169,2015-03-11,BEML,0.1,975.6116943359376,SMALLCAP,INDUSTRIAL MANUFACTURING,20000.0,20.0
6168,2015-03-11,AVANTIFEED,0.1,91.01220703125,SMALLCAP,CONSUMER GOODS,20000.0,220.0
6167,2015-03-11,AARTIDRUGS,0.1,145.42149353027344,SMALLCAP,PHARMA,20000.0,138.0
6166,2015-03-11,SYMPHONY,0.1,1011.4801635742188,MIDCAP,CONSUMER GOODS,20000.0,20.0
6165,2015-03-11,SUNDRMFAST,0.1,173.03953552246094,MIDCAP,AUTOMOBILE,20000.0,116.0
6164,2015-03-11,SRF,0.1,893.1434936523438,MIDCAP,INDUSTRIAL MANUFACTURING,20000.0,22.0
6162,2015-03-11,BBTC,0.1,514.4170532226561,MIDCAP,CONSUMER GOODS,20000.0,39.0
6161,2015-03-11,BEL,0.1,62.40066909790039,MIDCAP,INDUSTRIAL MANUFACTURING,20000.0,321.0
6160,2015-03-11,ASHOKLEY,0.1,64.00118255615234,MIDCAP,AUTOMOBILE,20000.0,312.0
6151,2015-03-10,BEL,0.1,61.67757797241211,MIDCAP,INDUSTRIAL MANUFACTURING,20000.0,324.0
6152,2015-03-10,BBTC,0.1,513.0289306640625,MIDCAP,CONSUMER GOODS,20000.0,39.0
6155,2015-03-10,SUNDRMFAST,0.1,172.29566955566406,MIDCAP,AUTOMOBILE,20000.0,116.0
6150,2015-03-10,ASHOKLEY,0.1,63.53216171264648,MIDCAP,AUTOMOBILE,20000.0,315.0
6154,2015-03-10,SRF,0.1,893.626220703125,MIDCAP,INDUSTRIAL MANUFACTURING,20000.0,22.0
6153,2015-03-10,JKCEMENT,0.1,656.3740234375,MIDCAP,CEMENT & CEMENT PRODUCTS,20000.0,30.0
6157,2015-03-10,AARTIDRUGS,0.1,148.375732421875,SMALLCAP,PHARMA,20000.0,135.0
